CODAmotion Analysis Text
Codamotion Analysis Text Save of: Acquisition.37
Time	Markers																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																ForcePlate[20:244.5 244.5 -5.0]								ForcePlate[20:744.5 244.5 -5.0]								ADC/EMG															
Time	1:R Acro.X	1:R Acro.Y	1:R Acro.Z	1.V	2:Ster.X	2:Ster.Y	2:Ster.Z	2.V	3:L Acro.X	3:L Acro.Y	3:L Acro.Z	3.V	4:C5.X	4:C5.Y	4:C5.Z	4.V	5:Int Coude.X	5:Int Coude.Y	5:Int Coude.Z	5.V	6:Ext Coude.X	6:Ext Coude.Y	6:Ext Coude.Z	6.V	7:Int Poig.X	7:Int Poig.Y	7:Int Poig.Z	7.V	8:Ext Poig.X	8:Ext Poig.Y	8:Ext Poig.Z	8.V	9:R Han.X	9:R Han.Y	9:R Han.Z	9.V	10:L Han.X	10:L Han.Y	10:L Han.Z	10.V	11:R Int Genou.X	11:R Int Genou.Y	11:R Int Genou.Z	11.V	12:R Ext Genou.X	12:R Ext Genou.Y	12:R Ext Genou.Z	12.V	13:L Int Genou.X	13:L Int Genou.Y	13:L Int Genou.Z	13.V	14:L Ext Genou.X	14:L Ext Genou.Y	14:L Ext Genou.Z	14.V	15:-.X	15:-.Y	15:-.Z	15.V	16:-.X	16:-.Y	16:-.Z	16.V	17:R Int Chev.X	17:R Int Chev.Y	17:R Int Chev.Z	17.V	18:R Ext Chev.X	18:R Ext Chev.Y	18:R Ext Chev.Z	18.V	19:L Int Chev.X	19:L Int Chev.Y	19:L Int Chev.Z	19.V	20:L Ext Chev.X	20:L Ext Chev.Y	20:L Ext Chev.Z	20.V	101:Marker 101.X	101:Marker 101.Y	101:Marker 101.Z	101.V	102:Marker 102.X	102:Marker 102.Y	102:Marker 102.Z	102.V	103:Marker 103.X	103:Marker 103.Y	103:Marker 103.Z	103.V	104:Marker 104.X	104:Marker 104.Y	104:Marker 104.Z	104.V	105:Marker 105.X	105:Marker 105.Y	105:Marker 105.Z	105.V	106:Marker 106.X	106:Marker 106.Y	106:Marker 106.Z	106.V	107:Marker 107.X	107:Marker 107.Y	107:Marker 107.Z	107.V	108:Marker 108.X	108:Marker 108.Y	108:Marker 108.Z	108.V	109:Marker 109.X	109:Marker 109.Y	109:Marker 109.Z	109.V	110:Marker 110.X	110:Marker 110.Y	110:Marker 110.Z	110.V	111:Marker 111.X	111:Marker 111.Y	111:Marker 111.Z	111.V	112:Marker 112.X	112:Marker 112.Y	112:Marker 112.Z	112.V	113:Marker 113.X	113:Marker 113.Y	113:Marker 113.Z	113.V	114:Marker 114.X	114:Marker 114.Y	114:Marker 114.Z	114.V	115:Marker 115.X	115:Marker 115.Y	115:Marker 115.Z	115.V	116:Marker 116.X	116:Marker 116.Y	116:Marker 116.Z	116.V	117:Marker 117.X	117:Marker 117.Y	117:Marker 117.Z	117.V	118:Marker 118.X	118:Marker 118.Y	118:Marker 118.Z	118.V	119:Marker 119.X	119:Marker 119.Y	119:Marker 119.Z	119.V	120:Marker 120.X	120:Marker 120.Y	120:Marker 120.Z	120.V	201:Marker 201.X	201:Marker 201.Y	201:Marker 201.Z	201.V	202:Marker 202.X	202:Marker 202.Y	202:Marker 202.Z	202.V	203:Marker 203.X	203:Marker 203.Y	203:Marker 203.Z	203.V	204:Marker 204.X	204:Marker 204.Y	204:Marker 204.Z	204.V	205:Marker 205.X	205:Marker 205.Y	205:Marker 205.Z	205.V	206:Marker 206.X	206:Marker 206.Y	206:Marker 206.Z	206.V	207:Marker 207.X	207:Marker 207.Y	207:Marker 207.Z	207.V	208:Marker 208.X	208:Marker 208.Y	208:Marker 208.Z	208.V	209:Marker 209.X	209:Marker 209.Y	209:Marker 209.Z	209.V	210:Marker 210.X	210:Marker 210.Y	210:Marker 210.Z	210.V	211:Marker 211.X	211:Marker 211.Y	211:Marker 211.Z	211.V	212:Marker 212.X	212:Marker 212.Y	212:Marker 212.Z	212.V	213:Marker 213.X	213:Marker 213.Y	213:Marker 213.Z	213.V	214:Marker 214.X	214:Marker 214.Y	214:Marker 214.Z	214.V	215:Marker 215.X	215:Marker 215.Y	215:Marker 215.Z	215.V	216:Marker 216.X	216:Marker 216.Y	216:Marker 216.Z	216.V	217:Marker 217.X	217:Marker 217.Y	217:Marker 217.Z	217.V	218:Marker 218.X	218:Marker 218.Y	218:Marker 218.Z	218.V	219:Marker 219.X	219:Marker 219.Y	219:Marker 219.Z	219.V	220:Marker 220.X	220:Marker 220.Y	220:Marker 220.Z	220.V	301:Marker 301.X	301:Marker 301.Y	301:Marker 301.Z	301.V	302:Marker 302.X	302:Marker 302.Y	302:Marker 302.Z	302.V	303:Marker 303.X	303:Marker 303.Y	303:Marker 303.Z	303.V	304:Marker 304.X	304:Marker 304.Y	304:Marker 304.Z	304.V	305:Marker 305.X	305:Marker 305.Y	305:Marker 305.Z	305.V	306:Marker 306.X	306:Marker 306.Y	306:Marker 306.Z	306.V	307:Marker 307.X	307:Marker 307.Y	307:Marker 307.Z	307.V	308:Marker 308.X	308:Marker 308.Y	308:Marker 308.Z	308.V	309:Marker 309.X	309:Marker 309.Y	309:Marker 309.Z	309.V	310:Marker 310.X	310:Marker 310.Y	310:Marker 310.Z	310.V	311:Marker 311.X	311:Marker 311.Y	311:Marker 311.Z	311.V	312:Marker 312.X	312:Marker 312.Y	312:Marker 312.Z	312.V	313:Marker 313.X	313:Marker 313.Y	313:Marker 313.Z	313.V	314:Marker 314.X	314:Marker 314.Y	314:Marker 314.Z	314.V	315:Marker 315.X	315:Marker 315.Y	315:Marker 315.Z	315.V	316:Marker 316.X	316:Marker 316.Y	316:Marker 316.Z	316.V	317:Marker 317.X	317:Marker 317.Y	317:Marker 317.Z	317.V	318:Marker 318.X	318:Marker 318.Y	318:Marker 318.Z	318.V	319:Marker 319.X	319:Marker 319.Y	319:Marker 319.Z	319.V	320:Marker 320.X	320:Marker 320.Y	320:Marker 320.Z	320.V	401:Marker 401.X	401:Marker 401.Y	401:Marker 401.Z	401.V	402:Marker 402.X	402:Marker 402.Y	402:Marker 402.Z	402.V	403:Marker 403.X	403:Marker 403.Y	403:Marker 403.Z	403.V	404:Marker 404.X	404:Marker 404.Y	404:Marker 404.Z	404.V	405:Marker 405.X	405:Marker 405.Y	405:Marker 405.Z	405.V	406:Marker 406.X	406:Marker 406.Y	406:Marker 406.Z	406.V	407:Marker 407.X	407:Marker 407.Y	407:Marker 407.Z	407.V	408:Marker 408.X	408:Marker 408.Y	408:Marker 408.Z	408.V	409:Marker 409.X	409:Marker 409.Y	409:Marker 409.Z	409.V	410:Marker 410.X	410:Marker 410.Y	410:Marker 410.Z	410.V	411:Marker 411.X	411:Marker 411.Y	411:Marker 411.Z	411.V	412:Marker 412.X	412:Marker 412.Y	412:Marker 412.Z	412.V	413:Marker 413.X	413:Marker 413.Y	413:Marker 413.Z	413.V	414:Marker 414.X	414:Marker 414.Y	414:Marker 414.Z	414.V	415:Marker 415.X	415:Marker 415.Y	415:Marker 415.Z	415.V	416:Marker 416.X	416:Marker 416.Y	416:Marker 416.Z	416.V	417:Marker 417.X	417:Marker 417.Y	417:Marker 417.Z	417.V	418:Marker 418.X	418:Marker 418.Y	418:Marker 418.Z	418.V	419:Marker 419.X	419:Marker 419.Y	419:Marker 419.Z	419.V	420:Marker 420.X	420:Marker 420.Y	420:Marker 420.Z	420.V	501:Marker 501.X	501:Marker 501.Y	501:Marker 501.Z	501.V	502:Marker 502.X	502:Marker 502.Y	502:Marker 502.Z	502.V	503:Marker 503.X	503:Marker 503.Y	503:Marker 503.Z	503.V	504:Marker 504.X	504:Marker 504.Y	504:Marker 504.Z	504.V	505:Marker 505.X	505:Marker 505.Y	505:Marker 505.Z	505.V	506:Marker 506.X	506:Marker 506.Y	506:Marker 506.Z	506.V	507:Marker 507.X	507:Marker 507.Y	507:Marker 507.Z	507.V	508:Marker 508.X	508:Marker 508.Y	508:Marker 508.Z	508.V	509:Marker 509.X	509:Marker 509.Y	509:Marker 509.Z	509.V	510:Marker 510.X	510:Marker 510.Y	510:Marker 510.Z	510.V	511:Marker 511.X	511:Marker 511.Y	511:Marker 511.Z	511.V	512:Marker 512.X	512:Marker 512.Y	512:Marker 512.Z	512.V	513:Marker 513.X	513:Marker 513.Y	513:Marker 513.Z	513.V	514:Marker 514.X	514:Marker 514.Y	514:Marker 514.Z	514.V	515:Marker 515.X	515:Marker 515.Y	515:Marker 515.Z	515.V	516:Marker 516.X	516:Marker 516.Y	516:Marker 516.Z	516.V	517:Marker 517.X	517:Marker 517.Y	517:Marker 517.Z	517.V	518:Marker 518.X	518:Marker 518.Y	518:Marker 518.Z	518.V	519:Marker 519.X	519:Marker 519.Y	519:Marker 519.Z	519.V	520:Marker 520.X	520:Marker 520.Y	520:Marker 520.Z	520.V	601:Marker 601.X	601:Marker 601.Y	601:Marker 601.Z	601.V	602:Marker 602.X	602:Marker 602.Y	602:Marker 602.Z	602.V	603:Marker 603.X	603:Marker 603.Y	603:Marker 603.Z	603.V	604:Marker 604.X	604:Marker 604.Y	604:Marker 604.Z	604.V	605:Marker 605.X	605:Marker 605.Y	605:Marker 605.Z	605.V	606:Marker 606.X	606:Marker 606.Y	606:Marker 606.Z	606.V	607:Marker 607.X	607:Marker 607.Y	607:Marker 607.Z	607.V	608:Marker 608.X	608:Marker 608.Y	608:Marker 608.Z	608.V	609:Marker 609.X	609:Marker 609.Y	609:Marker 609.Z	609.V	610:Marker 610.X	610:Marker 610.Y	610:Marker 610.Z	610.V	611:Marker 611.X	611:Marker 611.Y	611:Marker 611.Z	611.V	612:Marker 612.X	612:Marker 612.Y	612:Marker 612.Z	612.V	613:Marker 613.X	613:Marker 613.Y	613:Marker 613.Z	613.V	614:Marker 614.X	614:Marker 614.Y	614:Marker 614.Z	614.V	615:Marker 615.X	615:Marker 615.Y	615:Marker 615.Z	615.V	616:Marker 616.X	616:Marker 616.Y	616:Marker 616.Z	616.V	617:Marker 617.X	617:Marker 617.Y	617:Marker 617.Z	617.V	618:Marker 618.X	618:Marker 618.Y	618:Marker 618.Z	618.V	619:Marker 619.X	619:Marker 619.Y	619:Marker 619.Z	619.V	620:Marker 620.X	620:Marker 620.Y	620:Marker 620.Z	620.V	Force.1	Force.2	Force.3	Force.4	Force.5	Force.6	Force.7	Force.8	Force.1	Force.2	Force.3	Force.4	Force.5	Force.6	Force.7	Force.8	Bicep	Tricep	L Abd	R Abd	L Lom	R Lom	L Quad	R Quad	L Isc	R Isc	Delt	ADC 28	ADC 29	ADC 30	ADC 31	ECG
(s)	(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(N)	(mV)	(mV)	(mV)	(mV)	(mV)	(mV)	(mV)	(mV)	(mV)	(mV)	(mV)	(mV)	(mV)	(mV)	(mV)	(mV)
0.00000	619.55	111.55	755.25	1	458.06	139.89	744.63	1	339.82	63.36	723.01	1	480.19	27.20	744.22	1	573.28	246.81	576.09	1	663.53	271.02	624.79	1	644.91	407.63	488.52	1	622.27	429.23	548.09	1	586.99	210.45	526.87	1	399.56	199.01	517.29	1	598.68	510.88	463.18	1	677.70	477.40	442.83	1	439.61	520.38	425.25	1	367.53	484.60	389.94	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	583.30	535.67	206.34	1	634.54	488.61	188.59	1	430.42	553.52	230.26	1	387.35	526.72	217.32	1	615.55	112.95	753.54	1	0.00	0.00	0.00	0	341.78	65.09	721.54	1	478.25	30.10	741.54	1	0.00	0.00	0.00	0	671.96	291.74	641.71	0	624.18	131.47	816.81	0	589.45	391.02	663.47	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	677.12	477.13	441.70	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	623.32	110.16	756.91	1	476.22	141.98	745.57	1	0.00	0.00	0.00	0	491.44	24.33	748.62	1	588.19	222.41	533.77	1	663.54	271.02	624.80	1	644.84	407.62	488.47	1	631.84	429.30	545.26	1	594.85	209.58	524.68	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	684.58	477.18	442.78	1	451.52	519.05	423.16	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	639.65	497.05	190.71	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	564.36	123.16	782.18	0	453.92	139.44	741.61	1	312.50	107.50	728.05	0	0.00	0.00	0.00	0	704.57	209.06	750.49	0	652.04	281.79	629.99	0	590.58	377.04	645.44	0	614.78	430.38	551.08	1	577.27	211.51	529.58	1	395.30	201.11	519.63	1	598.68	510.87	463.17	1	668.41	478.07	444.39	1	435.00	521.87	429.35	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	581.10	534.72	206.93	1	0.00	0.00	0.00	0	429.39	552.11	231.03	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	454.30	141.67	745.45	1	336.30	62.71	722.89	1	473.31	25.16	744.53	1	581.84	257.83	593.84	1	626.35	306.61	692.90	0	594.00	304.52	786.50	0	623.60	428.68	546.35	1	0.00	0.00	0.00	0	400.96	198.09	516.28	1	609.60	509.98	456.64	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	367.84	484.58	389.94	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	386.99	533.59	216.42	1	0.00	0.00	0.00	0	459.91	137.75	746.82	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	552.15	247.08	578.51	1	658.31	283.18	631.35	0	632.91	409.79	496.86	0	620.11	428.22	549.05	1	578.10	203.57	533.33	0	0.00	0.00	0.00	0	603.24	501.83	457.35	0	667.17	494.04	438.66	0	437.04	520.15	423.96	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	584.50	536.18	206.02	1	678.47	644.17	229.81	0	430.85	554.12	229.94	1	0.00	0.00	0.00	0	639.18	23.04	732.61	0	0.00	0.00	0.00	0	341.23	62.63	724.19	1	471.74	-2.56	729.20	0	0.00	0.00	0.00	0	759.11	146.55	746.93	0	0.00	0.00	0.00	0	617.07	225.28	824.41	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	631.30	483.40	187.25	1	438.50	527.04	211.72	0	387.92	519.51	218.31	1	4.41	9.14	99.44	24.11	3.76	2.07	36.74	-244.63	-6.59	-10.18	107.09	-14.88	-6.88	0.95	-62.78	141.20	-28.5	-37.0	81.5	6.0	-2.5	21.0	-9.0	-13.5	1.5	0.0	13.0	1.0	-11.0	10.5	-1.5	-95.5
0.01000	619.45	111.45	755.17	1	458.11	139.98	744.68	1	339.76	63.57	723.08	1	480.01	27.34	744.07	1	573.37	246.72	575.96	1	663.54	270.85	624.70	1	641.88	407.94	486.30	1	622.66	429.41	548.51	1	586.69	210.30	526.27	1	399.30	199.09	517.41	1	598.60	510.95	463.26	1	677.56	477.44	442.77	1	439.74	520.54	425.55	1	367.22	484.50	390.30	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	583.15	534.95	206.05	1	634.83	488.47	188.75	1	430.67	553.44	230.50	1	387.45	526.28	217.27	1	615.50	112.92	753.47	1	0.00	0.00	0.00	0	341.77	65.34	721.65	1	478.12	30.44	741.40	1	0.00	0.00	0.00	0	671.96	291.74	641.71	0	624.18	131.47	816.81	0	589.45	391.02	663.47	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	677.18	477.04	441.62	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	623.13	110.08	756.76	1	477.07	142.17	746.14	1	0.00	0.00	0.00	0	490.71	24.30	748.47	1	588.18	222.59	533.71	1	663.54	270.85	624.70	1	641.87	407.94	486.30	1	633.14	429.13	545.60	1	594.24	209.59	523.98	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	684.25	477.23	442.51	1	452.41	519.12	423.76	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	640.79	496.91	191.46	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	564.36	123.16	782.18	0	453.90	139.63	741.61	1	312.50	107.50	728.05	0	0.00	0.00	0.00	0	704.57	209.06	750.49	0	652.04	281.79	629.99	0	590.58	377.04	645.44	0	614.47	431.97	552.68	0	577.41	211.18	529.10	1	395.31	201.25	520.00	1	598.60	510.95	463.26	1	668.33	478.29	444.69	1	434.89	522.40	429.91	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	581.02	533.88	206.33	1	0.00	0.00	0.00	0	429.81	552.41	232.06	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	454.14	141.79	745.42	1	336.10	62.88	722.85	1	473.50	25.17	744.39	1	581.83	257.61	593.65	1	626.35	306.61	692.90	0	594.00	304.52	786.50	0	623.58	428.54	546.33	1	0.00	0.00	0.00	0	400.98	198.15	516.27	1	609.60	509.98	456.64	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	367.27	484.50	390.30	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	386.99	533.03	216.37	1	0.00	0.00	0.00	0	459.89	137.83	746.83	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	552.26	246.96	578.30	1	658.31	283.18	631.35	0	632.91	409.79	496.86	0	620.39	428.18	548.93	1	578.10	203.57	533.33	0	0.00	0.00	0.00	0	603.24	501.83	457.35	0	667.17	494.04	438.66	0	437.01	520.16	424.01	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	584.32	535.54	205.89	1	678.47	644.17	229.81	0	431.04	553.87	229.83	1	0.00	0.00	0.00	0	639.18	23.04	732.61	0	0.00	0.00	0.00	0	341.19	62.87	724.26	1	471.74	-2.56	729.20	0	0.00	0.00	0.00	0	759.11	146.55	746.93	0	0.00	0.00	0.00	0	617.07	225.28	824.41	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	631.22	483.37	187.11	1	438.50	527.04	211.72	0	387.96	519.34	218.20	1	4.41	9.14	99.44	24.11	3.76	2.07	36.74	-244.63	-6.59	-10.18	107.09	-14.88	-6.88	0.95	-62.78	141.20	-32.5	-55.5	-85.0	-52.1	1.5	22.0	-8.0	-9.0	-5.0	-10.5	19.5	0.5	-12.0	9.0	-2.0	-130.0
0.02000	619.53	111.53	755.33	1	458.17	140.23	744.64	1	339.69	63.89	723.00	1	479.80	27.53	744.12	1	573.34	246.81	576.06	1	663.55	270.75	624.43	1	643.59	407.58	487.59	1	625.30	428.47	547.13	1	586.95	210.44	526.36	1	399.20	199.02	517.34	1	598.57	510.79	463.05	1	677.43	477.23	442.87	1	439.67	520.68	425.45	1	367.47	484.51	390.22	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	583.01	534.59	205.87	1	635.21	488.19	189.02	1	430.81	552.94	230.41	1	387.47	526.02	217.22	1	615.45	112.95	753.55	1	0.00	0.00	0.00	0	341.66	65.78	721.42	1	478.00	30.63	741.50	1	0.00	0.00	0.00	0	671.96	291.74	641.71	0	624.18	131.47	816.81	0	589.45	391.02	663.47	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	677.24	476.48	442.36	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	623.32	110.22	756.97	1	477.16	142.36	746.34	1	0.00	0.00	0.00	0	490.48	24.49	748.16	1	587.98	222.45	533.90	1	663.55	270.75	624.43	1	643.59	407.58	487.59	1	633.84	429.01	545.51	1	594.61	209.56	523.97	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	683.72	477.21	441.98	1	451.75	519.21	423.14	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	641.56	496.72	192.10	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	564.36	123.16	782.18	0	453.89	139.73	741.54	1	312.50	107.50	728.05	0	0.00	0.00	0.00	0	704.57	209.06	750.49	0	652.04	281.79	629.99	0	590.58	377.04	645.44	0	614.41	433.46	554.16	0	577.50	211.52	529.30	1	395.33	200.97	519.66	1	598.57	510.79	463.05	1	668.48	478.24	444.86	1	434.92	522.52	430.02	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	580.84	533.56	206.01	1	0.00	0.00	0.00	0	430.00	552.10	232.12	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	454.25	142.01	745.33	1	336.17	63.20	722.80	1	472.99	25.38	744.61	1	581.99	257.48	593.42	1	626.35	306.61	692.90	0	594.00	304.52	786.50	0	623.67	428.43	546.13	1	0.00	0.00	0.00	0	400.89	198.18	516.32	1	609.60	509.98	456.64	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	367.47	484.51	390.22	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	386.92	532.58	216.37	1	0.00	0.00	0.00	0	459.90	138.29	746.78	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	552.35	247.05	578.02	1	658.31	283.18	631.35	0	632.91	409.79	496.86	0	620.69	427.84	548.58	1	578.10	203.57	533.33	0	0.00	0.00	0.00	0	603.24	501.83	457.35	0	667.17	494.04	438.66	0	437.05	520.33	424.02	1	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	584.19	535.16	205.79	1	678.47	644.17	229.81	0	431.15	553.30	229.69	1	0.00	0.00	0.00	0	639.18	23.04	732.61	0	0.00	0.00	0.00	0	341.05	63.14	724.23	1	471.74	-2.56	729.20	0	0.00	0.00	0.00	0	759.11	146.55	746.93	0	0.00	0.00	0.00	0	617.07	225.28	824.41	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	631.27	482.90	187.11	1	438.50	527.04	211.72	0	388.03	519.31	218.10	1	5.58	8.17	99.38	23.53	3.76	2.01	36.57	-238.72	-5.89	-10.62	107.02	-15.66	-6.87	0.55	-62.86	148.64	-161.5	-149.5	148.6	62.5	10.0	32.5	-8.5	-21.5	-98.5	3.5	21.0	0.5	-11.5	10.5	-2.0	-43.5
